Ser,Estar,rigth sentence,original verb
el paciente complejo es en contextos complejos y el sistema sanitario tiene que atenderlo,el paciente complejo está en contextos complejos y el sistema sanitario tiene que atenderlo,['Estar'],estar
"pero, ¿ cómo lograrlo ? barriga apunta al sistema de calidad y su evaluación : « todos los servicios deben ser acreditados","pero, ¿cómo lograrlo? barriga apunta al sistema de calidad y su evaluación: «todos los servicios deben estar acreditados",[Both],estar
"la guía lanzada es destinada a toda la población que atiende a personas con discapacidad intelectual y del desarrollo, e incluye recomendaciones que van destinadas de forma específica a profesionales de la sanidad y salud mental","la guía lanzada está destinada a toda la población que atiende a personas con discapacidad intelectual y del desarrollo, e incluye recomendaciones que van destinadas de forma específica a profesionales de la sanidad y salud mental",[Both],estar
en la primera formación participan 52 profesionales de 13 comunidades autónomas y es dirigida a personas coordinadoras y responsables de las viviendas,en la primera formación participan 52 profesionales de 13 comunidades autónomas y está dirigida a personas coordinadoras y responsables de las viviendas,[Both],estar
"en este año que plena inclusión celebra "" el poder de las personas "", la organización ha impulsado una nueva conversación para seguir compartiendo experiencias, en este caso sobre cómo son afrontando las personas con discapacidad intelectual o del desarrollo y sus familias esta inédita situación de confinamiento forzado por la crisis del coronavirus","en este año que plena inclusión celebra ""el poder de las personas"", la organización ha impulsado una nueva conversación para seguir compartiendo experiencias, en este caso sobre cómo están afrontando las personas con discapacidad intelectual o del desarrollo y sus familias esta inédita situación de confinamiento forzado por la crisis del coronavirus",['Estar'],estar
"tras ello, maribel cáceres y cristina paredero, miembros de la junta directiva de plena inclusión con discapacidad intelectual y tea respectivamente, se han encargado de detallar algunas de las actuaciones que plena inclusión es desarrollando en estos momentos, con el fin de conectar a las personas, mantener en la medida de los posible el sistema de apoyos y defender los derechos de nuestro colectivo","tras ello, maribel cáceres y cristina paredero, miembros de la junta directiva de plena inclusión con discapacidad intelectual y tea respectivamente, se han encargado de detallar algunas de las actuaciones que plena inclusión está desarrollando en estos momentos, con el fin de conectar a las personas, mantener en la medida de los posible el sistema de apoyos y defender los derechos de nuestro colectivo",['Estar'],estar
a continuación ha comenzado el turno de experiencias de alumnos y alumanas con discapacidad intelectual que nos han contado cómo son llevando el aislamiento en casa y el cierre de sus centros educativos,a continuación ha comenzado el turno de experiencias de alumnos y alumanas con discapacidad intelectual que nos han contado cómo están llevando el aislamiento en casa y el cierre de sus centros educativos,['Estar'],estar
"por su parte, juan pérez, que estudia formación profesional en badajoz, ha explicado junto a su persona de apoyo, que esta experiencia le es sirviendo para aprender cosas nuevas, por ejemplo a disfrutar cocinando","por su parte, juan pérez, que estudia formación profesional en badajoz, ha explicado junto a su persona de apoyo, que esta experiencia le está sirviendo para aprender cosas nuevas, por ejemplo a disfrutar cocinando",['Estar'],estar
"la secretaria de estado de empleo, yolanda valdeolivas, aseguró ayer en su comparecencia en la comisión de trabajo, migraciones y seguridad social del congreso que, aunque no se hayan aprobado los presupuestos, “ el próximo jueves, en la reunión de la conferencia sectorial se repartirán más de 83 millones de euros para atender el impacto que supone la subida del smi en los cee con cargo a remanentes de crédito que no son comprometidos ”","la secretaria de estado de empleo, yolanda valdeolivas, aseguró ayer en su comparecencia en la comisión de trabajo, migraciones y seguridad social del congreso que, aunque no se hayan aprobado los presupuestos, “el próximo jueves, en la reunión de la conferencia sectorial se repartirán más de 83 millones de euros para atender el impacto que supone la subida del smi en los cee con cargo a remanentes de crédito que no están comprometidos”",[Both],estar
la voluntad de construir una sociedad inclusiva se demuestra con hechos y soy seguro que se pondrán los medios que garanticen una vuelta al colegio que no deje a nadie atrás ”,la voluntad de construir una sociedad inclusiva se demuestra con hechos y estoy seguro que se pondrán los medios que garanticen una vuelta al colegio que no deje a nadie atrás”,['Estar'],estar
"algunas familias que recibían la renta mínima de inserción complementaban esta exigua ayuda con pequeños trabajos, permitidos por la ley, pero que habían perdido por ser en ertes","algunas familias que recibían la renta mínima de inserción complementaban esta exigua ayuda con pequeños trabajos, permitidos por la ley, pero que habían perdido por estar en ertes",['Estar'],estar
"financiado por un programa de naciones unidas, es dirigido a estudiantes de entre 12 y 17 años atiende a 500 jóvenes","financiado por un programa de naciones unidas, está dirigido a estudiantes de entre 12 y 17 años atiende a 500 jóvenes",[Both],estar
"registrar qué era pasando, cómo habían cambiado los centros, cómo se organizaban y, sobretodo, cómo lo vivían las personas","registrar qué estaba pasando, cómo habían cambiado los centros, cómo se organizaban y, sobretodo, cómo lo vivían las personas",['Estar'],estar
"la campaña cuenta con el apoyo de bankia y se es desarrollando en redes sociales, sobre todo en facebook, y busca a su vez que las asociaciones y las reivindicaciones de personas con discapacidad intelectual tengan una mayor presencia y visibilidad en la red","la campaña cuenta con el apoyo de bankia y se está desarrollando en redes sociales, sobre todo en facebook, y busca a su vez que las asociaciones y las reivindicaciones de personas con discapacidad intelectual tengan una mayor presencia y visibilidad en la red",['Estar'],estar
"entre las fortalezas del acta, edf señala que los operadores económicos serán obligados a tomar medidas inmediatas si un producto no cumple con los requisitos de accesibilidad o incluso tendrá que retirarlo del mercado","entre las fortalezas del acta, edf señala que los operadores económicos estarán obligados a tomar medidas inmediatas si un producto no cumple con los requisitos de accesibilidad o incluso tendrá que retirarlo del mercado",['Estar'],estar
"fátima, pese a ser tutorizada desde su mayoría de edad, se ha enterado hace poco de todas las consecuencias de su sentencia, incluso sobre derechos muy personales","fátima, pese a estar tutorizada desde su mayoría de edad, se ha enterado hace poco de todas las consecuencias de su sentencia, incluso sobre derechos muy personales",[Both],estar
hay que recordar que la accesibilidad cognitiva todavía no aparece reconocida en el ordenamiento jurídico español s y que el proyecto normativo que es pendiente de aprobar el parlamento estatal la desvaloriza bajo un planteamiento genérico centrado en la accesibilidad universal,hay que recordar que la accesibilidad cognitiva todavía no aparece reconocida en el ordenamiento jurídico español s y que el proyecto normativo que está pendiente de aprobar el parlamento estatal la desvaloriza bajo un planteamiento genérico centrado en la accesibilidad universal,[Both],estar
"familiares como ella, alumnas y alumnos, profesores, representantes de la administración educativa y profesionales de plena inclusión han compartido en este seminario online sus impresiones y experiencias de cómo son afrontando esta crisis por el covid19","familiares como ella, alumnas y alumnos, profesores, representantes de la administración educativa y profesionales de plena inclusión han compartido en este seminario online sus impresiones y experiencias de cómo están afrontando esta crisis por el covid19",['Estar'],estar
"también contemplar la naturaleza sin intervención sin la mano del hombre y enseñarselo a nuestros hijos … nos ha resultado extraño escuchar el silencio, algo que no somos acostumbrados, y nos hemos emocionado con los aplausos de las 20:00h","también contemplar la naturaleza sin intervención sin la mano del hombre y enseñarselo a nuestros hijos… nos ha resultado extraño escuchar el silencio, algo que no estamos acostumbrados, y nos hemos emocionado con los aplausos de las 20:00h",['Estar'],estar
"el primero, que es haciendo prácticas en una tienda de deportes, ha dicho sentirse un poco abandonado estas semanas, y solo espera poder terminar el curso y poder reengancharse","el primero, que está haciendo prácticas en una tienda de deportes, ha dicho sentirse un poco abandonado estas semanas, y solo espera poder terminar el curso y poder reengancharse",['Estar'],estar
"santiago ferrer, director del centro de educación especial koinos ha señalado los aprendizajes para los centros educativos : el uso de tecnología de educación a distancia venciendo tecnofobias ; las nuevas formas de comunicación, y relación entre familias y profesorado ; el trabajo cooperativo ; la conciliación, evitando horas de trabajo presencial ; el desarrollo de nuevas competencias, ahora que no ha quedado remedio … para finalizar, el director de plena inclusión españa, enrique galván, encargado de abrir y cerrar este seminario, ha puesto en valor la paciencia de los niños y niñas, "" que no pensamos que podrían llegar a tener "", y ha apelado a no olvidarnos de aquellos que por sus circunstancias personales y familiares lo son pasando peor","santiago ferrer, director del centro de educación especial koinos ha señalado los aprendizajes para los centros educativos: el uso de tecnología de educación a distancia venciendo tecnofobias; las nuevas formas de comunicación, y relación entre familias y profesorado; el trabajo cooperativo; la conciliación, evitando horas de trabajo presencial; el desarrollo de nuevas competencias, ahora que no ha quedado remedio… para finalizar, el director de plena inclusión españa, enrique galván, encargado de abrir y cerrar este seminario, ha puesto en valor la paciencia de los niños y niñas, ""que no pensamos que podrían llegar a tener"", y ha apelado a no olvidarnos de aquellos que por sus circunstancias personales y familiares lo están pasando peor",['Estar'],estar
"además de debatir sobre algunos de los temas éticos más relevantes para el cumplimiento de la misión de plena inclusión, se mostrarán buenas prácticas ejemplares que se son realizando en entidades y equipos, tanto internos como externos, en la aplicación de la ética, animando a que se extienda su desarrollo en todo el movimiento asociativo y su contexto","además de debatir sobre algunos de los temas éticos más relevantes para el cumplimiento de la misión de plena inclusión, se mostrarán buenas prácticas ejemplares que se están realizando en entidades y equipos, tanto internos como externos, en la aplicación de la ética, animando a que se extienda su desarrollo en todo el movimiento asociativo y su contexto",['Estar'],estar
ya es abierto el plazo de inscripción en este enlace,ya está abierto el plazo de inscripción en este enlace,[Both],estar
"por ello la cme exige al gobierno que aumente la financiación de la cooperación española en materia educativa con enfoque de género y seguir trabajando para destinar el 0,7% de la renta nacional bruta a la ayuda oficial al desarrollo ( aod ), del que un 20% debe ser destinado a la educación ; y un 10% de la aod para ayuda humanitaria, del que el 10% debe dedicarse a educación en emergencias","por ello la cme exige al gobierno que aumente la financiación de la cooperación española en materia educativa con enfoque de género y seguir trabajando para destinar el 0,7% de la renta nacional bruta a la ayuda oficial al desarrollo (aod), del que un 20% debe estar destinado a la educación; y un 10% de la aod para ayuda humanitaria, del que el 10% debe dedicarse a educación en emergencias",[Both],estar
"el control es ahora en la persona, hasta en las cosas más pequeñas, y el profesional se convierte en generador de oportunidades","el control está ahora en la persona, hasta en las cosas más pequeñas, y el profesional se convierte en generador de oportunidades",['Estar'],estar
no somos buscando qué necesita el mercado laboral,no estamos buscando qué necesita el mercado laboral,['Estar'],estar
por ello el reto es en lograr una mezcla de lo que le importa a la persona y lo que realmente hace,por ello el reto está en lograr una mezcla de lo que le importa a la persona y lo que realmente hace,['Estar'],estar
"tres entidades de plena inclusión se han aliado en este proyecto : adepsi de canarias, aspana de campo de criptana, localidad de ciudad real, y plena inclusión cabeza del buey, que es en la provincia de badajoz","tres entidades de plena inclusión se han aliado en este proyecto: adepsi de canarias, aspana de campo de criptana, localidad de ciudad real, y plena inclusión cabeza del buey, que está en la provincia de badajoz",['Estar'],estar
"entre las tres entidades, son involucrando a 91 personas con discapacidad intelectual o del desarrollo en el proyecto","entre las tres entidades, están involucrando a 91 personas con discapacidad intelectual o del desarrollo en el proyecto",['Estar'],estar
"sin embargo, otras familias no son de acuerdo y reivindican mayor protagonismo y poder de decisión","sin embargo, otras familias no están de acuerdo y reivindican mayor protagonismo y poder de decisión",['Estar'],estar
esto me recuerda a un encuentro europeo al que asistí en el que unas madres belgas eran hartas de que profesionales conocieran toda su intimidad mientras que las familias apenas conocían a las y los profesionales,esto me recuerda a un encuentro europeo al que asistí en el que unas madres belgas estaban hartas de que profesionales conocieran toda su intimidad mientras que las familias apenas conocían a las y los profesionales,['Estar'],estar
"esta sensibilización se es realizando a través de una serie de materiales, charlas y talleres de formación en los que se orienta a las empresas en todos los aspectos que tienen que ver con la búsqueda y selección, contratación, acogida, formación y seguimiento de personas con discapacidad intelectual o del desarrollo en sus plantillas, haciendo hincapié en el valor que aporta la diversidad en los equipos de trabajo","esta sensibilización se está realizando a través de una serie de materiales, charlas y talleres de formación en los que se orienta a las empresas en todos los aspectos que tienen que ver con la búsqueda y selección, contratación, acogida, formación y seguimiento de personas con discapacidad intelectual o del desarrollo en sus plantillas, haciendo hincapié en el valor que aporta la diversidad en los equipos de trabajo",['Estar'],estar
"plena inclusión ofrecerá estos videos, junto a otros materiales como una guía, una presentación del proyecto y un taller, a las empresas que sean interesadas en este ámbito de la inclusión laboral","plena inclusión ofrecerá estos videos, junto a otros materiales como una guía, una presentación del proyecto y un taller, a las empresas que estén interesadas en este ámbito de la inclusión laboral",[Both],estar
esa identificación se realizará en colaboración con las empresas y las administraciones públicas con las que se es colaborando ya para promover empleo,esa identificación se realizará en colaboración con las empresas y las administraciones públicas con las que se está colaborando ya para promover empleo,['Estar'],estar
"según el último informe del ine, solo el 23,8% de las personas con discapacidad intelectual tienen empleo, una cifra que es 44,8 puntos por debajo del resto de la población","según el último informe del ine, solo el 23,8% de las personas con discapacidad intelectual tienen empleo, una cifra que está 44,8 puntos por debajo del resto de la población",['Ser'],estar
"una persona a menudo invisible, con la que creas que lo eres haciendo mal","una persona a menudo invisible, con la que creas que lo estás haciendo mal",['Estar'],estar
 cómo eres ? ¿ sientes enfado ? ¿ aburrimiento ? ¿ interés ? hay personas con discapacidades del desarrollo a las que les cuesta reconocer y expresar emociones, cómo estás? ¿sientes enfado? ¿aburrimiento? ¿interés? hay personas con discapacidades del desarrollo a las que les cuesta reconocer y expresar emociones,[Both],estar
"otro interrogante : ¿ qué situaciones proponemos para aprender ? ¿ y si, queriendo o sin querer, educamos emocionalmente a personas para que resulten sumisas y no críticas ? ¿ podría haber usos ilícitos y que la persona responda positivamente ante situaciones de las que debería huir ? como casi siempre, buena parte de la responsabilidad es repartida entre la máquina y las intenciones de las personas que las utilizan","otro interrogante: ¿qué situaciones proponemos para aprender? ¿y si, queriendo o sin querer, educamos emocionalmente a personas para que resulten sumisas y no críticas? ¿podría haber usos ilícitos y que la persona responda positivamente ante situaciones de las que debería huir? como casi siempre, buena parte de la responsabilidad está repartida entre la máquina y las intenciones de las personas que las utilizan",[Both],estar
"el próximo paso ya es en marcha : un pilotaje de sexualidad, un proyecto que sirve para experimentar planes de mejora que luego puedan replicarse","el próximo paso ya está en marcha: un pilotaje de sexualidad, un proyecto que sirve para experimentar planes de mejora que luego puedan replicarse",['Estar'],estar
vídeo de la presentación 130 personas se conectaron al seminario de presentación de la herramienta y la grabación ya es disponible,vídeo de la presentación 130 personas se conectaron al seminario de presentación de la herramienta y la grabación ya está disponible,['Estar'],estar
admite a todo el mundo y es orgullosa de ello ”,admite a todo el mundo y está orgullosa de ello”,[Both],estar
"anotaron que la accesibilidad ha de ser en todos los pasos del proceso : desde la convocatoria y la inscripción a la misma, como el entorno del proceso, los temarios, los propios exámenes o los anuncios de los resultados","anotaron que la accesibilidad ha de estar en todos los pasos del proceso: desde la convocatoria y la inscripción a la misma, como el entorno del proceso, los temarios, los propios exámenes o los anuncios de los resultados",['Estar'],estar
"laura méndez y marcela gonzález, de la uned, presentaron el curso de ayudante de gestión y servicios comunes orientado a personas con discapacidad intelectual, que se realiza en colaboración con plena inclusión a través de su web y cuyo plazo de matrícula es abierto hasta el 11 de febrero de 2020","laura méndez y marcela gonzález, de la uned, presentaron el curso de ayudante de gestión y servicios comunes orientado a personas con discapacidad intelectual, que se realiza en colaboración con plena inclusión a través de su web y cuyo plazo de matrícula está abierto hasta el 11 de febrero de 2020",[Both],estar
"inés vega, de la gerencia de servicios sociales de castilla y león, compartió que, gracias a una convocatoria del fondo social europeo para asistencia personal y apoyo a la vivienda, se es dando apoyo a las dos personas que se han tenido que trasladar de su ciudad por conseguir plaza de empleo público","inés vega, de la gerencia de servicios sociales de castilla y león, compartió que, gracias a una convocatoria del fondo social europeo para asistencia personal y apoyo a la vivienda, se está dando apoyo a las dos personas que se han tenido que trasladar de su ciudad por conseguir plaza de empleo público",['Estar'],estar
"sumando este alto porcentaje de paro y el número de personas con discapacidad intelectual que no son activas, llegamos a 152","sumando este alto porcentaje de paro y el número de personas con discapacidad intelectual que no están activas, llegamos a 152",[Both],estar
"inés de araoz, responsable del área jurídica de plena inclusión subraya el avance que se va a lograr gracias a este observatorio : “ se trata de una iniciativa de gran valor ya que nos permitirá conocer de primera mano cómo se es aplicando la reforma legislativa y su impacto legal en la vida de las personas con discapacidad intelectual y sus familias ”","inés de araoz, responsable del área jurídica de plena inclusión subraya el avance que se va a lograr gracias a este observatorio: “se trata de una iniciativa de gran valor ya que nos permitirá conocer de primera mano cómo se está aplicando la reforma legislativa y su impacto legal en la vida de las personas con discapacidad intelectual y sus familias”",['Estar'],estar
con este premio ponemos en valor el trabajo que ya se es haciendo y animamos a que más centros se sumen al aps,con este premio ponemos en valor el trabajo que ya se está haciendo y animamos a que más centros se sumen al aps,['Estar'],estar
plena inclusión junto con la red española de aprendizaje servicio han diseñado un curso online que ya es a disposición de los grupos territoriales,plena inclusión junto con la red española de aprendizaje servicio han diseñado un curso online que ya está a disposición de los grupos territoriales,['Estar'],estar
 qué impacto crees que puede tener la nueva situación generada por la pandemia en el aprendizaje-servicio en el nuevo curso ? ciertamente que somos en una situación muy difícil para la organización de los centros educativos y para el desarrollo de las materias, qué impacto crees que puede tener la nueva situación generada por la pandemia en el aprendizaje-servicio en el nuevo curso? ciertamente que estamos en una situación muy difícil para la organización de los centros educativos y para el desarrollo de las materias,['Estar'],estar
"y no porque haya sido allí de visita, sino presentado sus reivindicaciones","y no porque haya estado allí de visita, sino presentado sus reivindicaciones",['Estar'],estar
"se han trabajado también algunas competencias básicas, como el uso de la moneda a través de juegos de matemáticas y cálculo numérico, la lectoescritura y ampliación de vocabulario con el buscador de google, la actualidad informativa para ser al corriente de lo que sucede en nuestra sociedad a través del acceso a los periódicos online","se han trabajado también algunas competencias básicas, como el uso de la moneda a través de juegos de matemáticas y cálculo numérico, la lectoescritura y ampliación de vocabulario con el buscador de google, la actualidad informativa para estar al corriente de lo que sucede en nuestra sociedad a través del acceso a los periódicos online",['Estar'],estar
"las personas beneficiarias de este proyecto son consiguiendo ampliar sus conocimientos, aumentar sus habilidades, mejorar su participación en la sociedad y su empoderamiento","las personas beneficiarias de este proyecto están consiguiendo ampliar sus conocimientos, aumentar sus habilidades, mejorar su participación en la sociedad y su empoderamiento",['Estar'],estar
a la presentación se conectaron 285 personas y ya es disponible la grabación,a la presentación se conectaron 285 personas y ya está disponible la grabación,['Estar'],estar
acceso a la aplicación web la aplicación web será disponible a partir del 1 de febrero a través de página web,acceso a la aplicación web la aplicación web estará disponible a partir del 1 de febrero a través de página web,['Estar'],estar
debe ser en la ley,debe estar en la ley,['Estar'],estar
"coincidiendo con esta decisión, plena inclusión y su patronal aedis alertan de la presión a la que son sometidos los centros especiales de empleo ( cee ) que ofrecen trabajo a las personas con mayores necesidades de apoyo : personas con discapacidad intelectual, tea, parálisis cerebral, síndrome de down, etc","coincidiendo con esta decisión, plena inclusión y su patronal aedis alertan de la presión a la que están sometidos los centros especiales de empleo (cee) que ofrecen trabajo a las personas con mayores necesidades de apoyo: personas con discapacidad intelectual, tea, parálisis cerebral, síndrome de down, etc",[Both],estar
"y en este contexto donde muchos trabajos son en riesgo ellos se encuentran en una situación especial de vulnerabilidad ”, concluye santiago lópez, presidente de plena inclusión","y en este contexto donde muchos trabajos están en riesgo ellos se encuentran en una situación especial de vulnerabilidad”, concluye santiago lópez, presidente de plena inclusión",['Estar'],estar
"queremos una "" transición tranquila "" cuando nuestros padres no sean, para asumir las responsabilidades respecto a nuestr@ herman@, y no un "" relevo de un día para otro ""","queremos una ""transición tranquila"" cuando nuestros padres no estén, para asumir las responsabilidades respecto a nuestr@ herman@, y no un ""relevo de un día para otro""",['Estar'],estar
todos los productos son realizados por personas con discapacidad intelectual de los centros ocupacionales de esta entidad,todos los productos están realizados por personas con discapacidad intelectual de los centros ocupacionales de esta entidad,[Both],estar
" jóvenes con discapacidad intelectual entre los 16 y 19 años y el servicio de ocupación catalán ( soc ) oferta formaciones en muchos otros ámbitos, que por ahora no son adaptadas"," jóvenes con discapacidad intelectual entre los 16 y 19 años y el servicio de ocupación catalán (soc) oferta formaciones en muchos otros ámbitos, que por ahora no están adaptadas",[Both],estar
"con esta frase tan rotunda, mónica corbalán, de la asociación intedis, ha señalado la oportunidad que la desescalada les es ofreciendo de realizar una intervención individualizada, con una nueva cartera de servicios adaptada a la necesidad de cada persona y cada familia en esta situación : apoyos domiciliarios en casos justificados de problemas de salud, paseos terapeúticos, respiro familiar, apoyos en la comunidad para acompañar a la hora de retomar la vida normal, y restablecer las relaciones presenciales","con esta frase tan rotunda, mónica corbalán, de la asociación intedis, ha señalado la oportunidad que la desescalada les está ofreciendo de realizar una intervención individualizada, con una nueva cartera de servicios adaptada a la necesidad de cada persona y cada familia en esta situación: apoyos domiciliarios en casos justificados de problemas de salud, paseos terapeúticos, respiro familiar, apoyos en la comunidad para acompañar a la hora de retomar la vida normal, y restablecer las relaciones presenciales",['Estar'],estar
"este programa es financiado por el ministerio de sanidad, servicios sociales e igualdad, a través de la asignación tributaria del 0,7% a fines sociales","este programa está financiado por el ministerio de sanidad, servicios sociales e igualdad, a través de la asignación tributaria del 0,7% a fines sociales",[Both],estar
"la convención de la onu afirma que los estados firmantes “ reconocen que las mujeres y niñas con discapacidad son sujetas a múltiples formas de discriminación y, a ese respecto, adoptarán medidas para asegurar que puedan disfrutar plenamente y en igualdad de condiciones, de todos los derechos humanos y libertades fundamentales [ … ] y tomarán todas las medidas pertinentes para asegurar el pleno desarrollo, adelanto y potenciación de la mujer [ … ] ”","la convención de la onu afirma que los estados firmantes “reconocen que las mujeres y niñas con discapacidad están sujetas a múltiples formas de discriminación y, a ese respecto, adoptarán medidas para asegurar que puedan disfrutar plenamente y en igualdad de condiciones, de todos los derechos humanos y libertades fundamentales […] y tomarán todas las medidas pertinentes para asegurar el pleno desarrollo, adelanto y potenciación de la mujer […]”",[Both],estar
"mayte peña, de fundación tutelar de castilla-la mancha (futucam) ha hablado de la generación de confianza ofreciendo un apoyo que no niegue sus emociones, sino que les sirva para que sean conscientes de esta nueva situación, y ayudarles a aceptar y validar sus sentimientos","mayte peña, de fundación tutelar de castilla-la mancha ( futucam ) ha hablado de la generación de confianza ofreciendo un apoyo que no niegue sus emociones, sino que les sirva para que estén conscientes de esta nueva situación, y ayudarles a aceptar y validar sus sentimientos",[Both],ser
"tras ellos hemos escuchado la historia de francisco burón, una persona apoyada por la fundación tutelar canaria sonsoles soriano bugnion, que vive sola y es bastante independiente","tras ellos hemos escuchado la historia de francisco burón, una persona apoyada por la fundación tutelar canaria sonsoles soriano bugnion, que vive sola y está bastante independiente",[Both],ser
"según ha contado francisco, este apoyo le ha hecho sentir muy a gusto, y ha creado con estas personas voluntarias, en sus propias palabras, ""un vínculo muy especial, cuando me llaman, aunque vivo solo es como si mi casa se llenase de gente""","según ha contado francisco, este apoyo le ha hecho sentir muy a gusto, y ha creado con estas personas voluntarias, en sus propias palabras, "" un vínculo muy especial, cuando me llaman, aunque vivo solo está como si mi casa se llenase de gente """,['Ser'],ser
"un resultado muy bueno de esta iniciativa es que las personas se sienten arropadas por los demás, pero también sienten que pueden apoyar a otras personas","un resultado muy bueno de esta iniciativa está que las personas se sienten arropadas por los demás, pero también sienten que pueden apoyar a otras personas",['Ser'],ser
"esta apuesta histórica fue trabajada durante la reunión de valladolid, celebrada los pasados 24 y 25 de octubre","esta apuesta histórica estuvo trabajada durante la reunión de valladolid, celebrada los pasados 24 y 25 de octubre",[Both],ser
"esta es la traducción del término coliderazgo que emerge como la principal apuesta de las consensuadas en el encuentro de dirigentes (presidentes y gerentes de las federaciones de plena inclusión de todo el estado), el movimiento asociativo de personas con discapacidad intelectual o del desarrollo y sus familias debatió durante dos jornadas las líneas estratégicas de su acción presente y futura","esta está la traducción del término coliderazgo que emerge como la principal apuesta de las consensuadas en el encuentro de dirigentes ( presidentes y gerentes de las federaciones de plena inclusión de todo el estado ), el movimiento asociativo de personas con discapacidad intelectual o del desarrollo y sus familias debatió durante dos jornadas las líneas estratégicas de su acción presente y futura",['Ser'],ser
esta es la navidad de rosa maría,esta está la navidad de rosa maría,['Ser'],ser
dolors es su voluntaria tutelar desde el año 2006,dolors está su voluntaria tutelar desde el año 2006,['Ser'],ser
"el día de navidad, 25 de diciembre, es un día especial y, como tal, lo celebra “en familia”","el día de navidad, 25 de diciembre, está un día especial y, como tal, lo celebra “ en familia ”",['Ser'],ser
"desde hace ya muchos años va a casa de dolors, donde es un miembro más de la familia, y disfruta de la típica comida de navidad","desde hace ya muchos años va a casa de dolors, donde está un miembro más de la familia, y disfruta de la típica comida de navidad",[None],ser
"para rosa maría, “es muy importante pasar la navidad con mi voluntaria","para rosa maría, “ está muy importante pasar la navidad con mi voluntaria",['Ser'],ser
es mi familia”,está mi familia ”,['Ser'],ser
"sobre las fundaciones tutelares las fundaciones tutelares trabajan acompañando en su proyecto de vida a personas con discapacidad intelectual o del desarrollo que, al no contar con un entorno familiar estructurado que pueda darle esos apoyos, son apoyadas por estas entidades","sobre las fundaciones tutelares las fundaciones tutelares trabajan acompañando en su proyecto de vida a personas con discapacidad intelectual o del desarrollo que, al no contar con un entorno familiar estructurado que pueda darle esos apoyos, están apoyadas por estas entidades",[Both],ser
el voluntariado tutelar es una figura propia de las entidades miembro de la asociación española de fundaciones tutelares (aeft),el voluntariado tutelar está una figura propia de las entidades miembro de la asociación española de fundaciones tutelares ( aeft ),['Ser'],ser
"el programa de voluntariado tutelar fue merecedor del premio estatal de voluntariado social en su modalidad colaborativa, que otorga el ministerio de sanidad, consumo y bienestar social, en 2013, momento en el que la aeft recibe el galardón, ministerio de sanidad, servicios sociales e igualdad","el programa de voluntariado tutelar estuvo merecedor del premio estatal de voluntariado social en su modalidad colaborativa, que otorga el ministerio de sanidad, consumo y bienestar social, en 2013, momento en el que la aeft recibe el galardón, ministerio de sanidad, servicios sociales e igualdad",['Ser'],ser
 para plena inclusión es una prioridad apoyar la inserción laboral de las personas con discapacidad intelectual o del desarrollo presas, para plena inclusión está una prioridad apoyar la inserción laboral de las personas con discapacidad intelectual o del desarrollo presas,['Ser'],ser
 el convenio que hoy se firma es un paso más en la reinserción de este colectivo al que queremos tratar de igual manera que al resto de personas privadas de libertad”, el convenio que hoy se firma está un paso más en la reinserción de este colectivo al que queremos tratar de igual manera que al resto de personas privadas de libertad ”,['Ser'],ser
la entidad estatal trabajo penitenciario y formación para el empleo gestiona desde hace más de 20 años programas de acompañamiento para la inserción laboral de personas privadas de libertad con diferentes metodologías siendo esta la primera colaboración dirigida a personas con discapacidad intelectual,la entidad estatal trabajo penitenciario y formación para el empleo gestiona desde hace más de 20 años programas de acompañamiento para la inserción laboral de personas privadas de libertad con diferentes metodologías estando esta la primera colaboración dirigida a personas con discapacidad intelectual,['Ser'],ser
"un total de 425 personas han sido admitidas para participar en las primeras oposiciones de la historia de la xunta reservadas específicamente para personas con discapacidad intelectual, tal como recoge la resolución publicada el 2 de noviembre en el diario oficial de galicia (dog)","un total de 425 personas han estado admitidas para participar en las primeras oposiciones de la historia de la xunta reservadas específicamente para personas con discapacidad intelectual, tal como recoge la resolución publicada el 2 de noviembre en el diario oficial de galicia ( dog )",[Both],ser
"las listas son provisionales e incluyen los aspirantes admitidos en el proceso selectivo convocado en marzo, y las seis plazas en la categoría 003 -ordenanza y otras- del grupo v de personal laboral de la xunta","las listas están provisionales e incluyen los aspirantes admitidos en el proceso selectivo convocado en marzo, y las seis plazas en la categoría 003 -ordenanza y otras- del grupo v de personal laboral de la xunta",[Both],ser
"como peculiaridad de este proceso selectivo respeto al resto de las oposiciones gestionadas por la dirección general de la función pública, ha sido necesaria la colaboración de la consellería de política social y de los órganos equivalentes de otras comunidades autónomas en la valoración de los informes sobre el tipo de discapacidad de los aspirantes","como peculiaridad de este proceso selectivo respeto al resto de las oposiciones gestionadas por la dirección general de la función pública, ha estado necesaria la colaboración de la consellería de política social y de los órganos equivalentes de otras comunidades autónomas en la valoración de los informes sobre el tipo de discapacidad de los aspirantes",['Ser'],ser
"de ellas, 17 son para celadores del sergas, 12 para funcionarios subalternos y 4 para el cuerpo auxiliar (grupo c2)","de ellas, 17 están para celadores del sergas, 12 para funcionarios subalternos y 4 para el cuerpo auxiliar ( grupo c2 )",['Ser'],ser
 personas con discapacidad intelectual y sus familias recibe a diario quejas de personas que son increpadas e insultadas, personas con discapacidad intelectual y sus familias recibe a diario quejas de personas que están increpadas e insultadas,[Both],ser
